,Computer Science,Information Technology,Software Development,Data Science and Analytics,Artificial Intelligence,Machine Learning,Cyber Security,Information Security,Computer Information Systems,Information Systems,Web Design,Mobile Application,Game Design,Software Testing,Networking,Robotics,Electrical Engineering,Electronics Engineering,Electronics and Communication Engineering,Electronics and Telecommunication Engineering,Electrical and Electronic Engineering,Power Engineering,Telecommunications Engineering,Instrumentation,Energy Systems Technology,Nuclear Engineering,Mechanical Engineering,Mechanical and Mechatronics Engineering,Mechatronics,Manufacturing Engineering,Industrial Engineering,Automotive Engineering,Aerospace Engineering,Aeronautical Engineering,Marine Engineering,Nanotechnology,Civil Engineering,Structural Engineering,Construction Management,Architecture,Architectural Engineering,Urban Planning,Geotechnical Engineering,Environmental Engineering,Chemical Engineering,Process Engineering,Petroleum Engineering,Biotechnology,Biomedical Engineering,Mining Engineering,Physics,Chemistry,Mathematics,Statistics,Astrophysics,Astronomy,Geophysics,Geology,Meteorology,Actuarial Science,Biology,Biochemistry,Microbiology,Genetics,Immunology,Neuroscience,Bioinformatics,Medical Technology,Public Health,Nursing,Physiotherapy,Pharmacy,Dentistry,Veterinary Science,Speech Therapy,Nutrition,Dietetics,Health Psychology,Forestry,Agriculture,Agronomy,Plant Science,Animal Science,Business Administration,Business Management,Project Management,Risk Management,Finance,Financial Management,Insurance,Banking,Taxation,Marketing,Advertising,Public Relations,Human Resource Management,Human Resource Development,International Business,Entrepreneurship,Supply Chain Management,Transportation Management,Business Analytics,Creative Writing,Drama,Painting,Sculpture,Photography,Ceramics,Music,Theatre,Journalism,Accounts,Economics,Hospitality and Tourism Management,Diploma,Psychology,Pharmaceutical Sciences,Medical Science,Computer Technology,Agricultural Science,General Studies,Law,Language and Literature,Political Science,Sales,English,Computing,History,Food Science,Interior Design,Life Science,Health Science,Sociology,Agribusiness,Marketing Management,Animation,Zoology,Business Analysis,Geography,Visual Arts,Physical Education,Forensic Science,Humanities,Operations,Digital Business,Product Design Engineering,Horticulture,Financial Services,Philosophy,Dental Hygiene,Clinical Sciences,Gender Studies,Travel and Tourism,Multimedia,Film,Logistics,Physiology,Healthcare,Medical Radiation Technology,Textile,International Relations,Aviation,Industrial Design,Criminology,Sports Science,Culinary Skills,Engineering Management,Graphics,Textile Engineering,Lab Technician,Radiologic Science,International Management,Construction,Drug Development,Fisheries,Public Administration,Biomedical Sciences,Behavioral Sciences,Culinary Arts,Material Science,Textiles,Sports Management,Anthropology,IT Business Analytics,Electromechanical Engineering,Event Management,Management Consulting,Technical Management,Transportation,Physical Sciences,Human Service,Plastics Engineering,Fire Science,Nanoscience,Elementary Education,Primary Education,Education Assistance,Early Childhood Education,Educational Training,Community Development,Dairy,Mobile Communication,Poultry,Marine Biology,Education Counseling,Psychiatric Nursing,Aviation Technology,Secondary Education,Therapist Assistant,Interactive Media,Mariculture,Legal Assistant,Developmental Service Worker,Library,Mining,Respiratory Care,Animal Care,Theology,Physical Activity,Cinematography,Organizational Management,Archaeology,Communicative Disorder,Justice and Emergency Services,Art,Oral Science,Child and Youth Worker,Fishery,Real Estate,Water Resource,Animal Conservation,Property Administration,Biomechanical Devices,Child Care,Criminal Science,Cytotechnology,Exercise,Fitness,Innovation,Aesthetics,Heating,Office Administration,Paper and Bioprocess,Studio Art,Interdisciplinary Studies,Police and Public Safety,Publishing,Autism,Bakery and Pastry Arts,Kinesiology,Spatial Engineering,Wine Making,Acupuncture,Court Support,Exhibition/Event,Gerontology,Hair Styling,Interdisciplinary Engineering,Midwifery,Museum and Gallery Studies,Brewery,Carpentry,Esthetic Services,Ethnic Studies,Firefighting,International Criminology,Military,Reading,Therapeutic Recreation,Welding and Fabrication,Winery,Woodworking
Real Estate,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,20,20,20,20,20,20,20,20,20,75,75,75,20,20,50,50,20,50,20,20,20,20,75,20,20,20,50,20,50,50,20,75,75,20,50,75,50,20,50,50,20,75,75,20,50,75,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,75,20,50,50,20,50,20,20,20,20,75,20,75,20,75,75,20,20,50,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,75,20,50,20,20,50,20,50,100,50,50,85,20,20,20,50,50,50,75,20,20,75,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
Water Resource,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,85,60,60,60,75,60,60,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,85,85,85,85,85,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,20,20,20,20,20,20,20,20,50,50,50,20,20,75,75,20,85,20,20,20,20,50,20,20,20,75,20,75,75,20,50,50,20,75,50,85,20,75,75,20,50,50,20,85,50,20,75,75,20,50,20,20,50,75,75,75,20,20,20,20,20,75,20,20,20,20,75,75,50,20,75,85,20,75,20,20,20,20,50,20,50,20,50,50,20,20,75,20,20,75,75,40,40,40,40,40,20,75,20,85,75,40,75,20,40,75,20,85,20,20,20,20,75,75,20,75,20,50,20,75,20,20,75,20,85,50,100,85,50,20,20,20,75,75,75,50,20,20,50,20,20,20,20,20,75,20,75,20,75,75,20,20,75,20,20,75,20,75,20,20,20,75,20,20,20,75,20,75,20
Animal Conservation,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,85,60,60,60,75,60,60,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,85,85,85,85,85,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,20,20,20,20,20,20,20,20,50,50,50,20,20,75,75,20,85,20,20,20,20,50,20,20,20,75,20,75,75,20,50,50,20,75,50,85,20,75,75,20,50,50,20,85,50,20,75,75,20,50,20,20,50,75,75,75,20,20,20,20,20,75,20,20,20,20,75,75,50,20,75,85,20,75,20,20,20,20,50,20,50,20,50,50,20,20,75,20,20,75,75,40,40,40,40,40,20,75,20,85,75,40,75,20,40,75,20,85,20,20,20,20,75,75,20,75,20,50,20,75,20,20,75,20,85,50,85,100,50,20,20,20,75,75,75,50,20,20,50,20,20,20,20,20,75,20,75,20,75,75,20,20,75,20,20,75,20,75,20,20,20,75,20,20,20,75,20,75,20
Property Administration,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,20,20,20,20,20,20,20,20,20,75,75,75,20,20,50,50,20,50,20,20,20,20,75,20,20,20,50,20,50,50,20,75,75,20,50,75,50,20,50,50,20,75,75,20,50,75,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,75,20,50,50,20,50,20,20,20,20,75,20,75,20,75,75,20,20,50,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,75,20,50,20,20,50,20,50,85,50,50,100,20,20,20,50,50,50,75,20,20,75,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
Biomechanical Devices,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,75,20,20,20,20,20,20,20,75,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,75,20,20,20,20,20,20,20,20,20,20,20,20,20,75,20,75,75,20,20,20,75,20,75,20,20,20,75,20,20,20,20,20,20,75,75,20,20,20,75,20,20,75,75,20,20,75,20,20,40,40,40,40,40,20,20,75,20,20,40,20,75,40,20,20,20,20,20,20,75,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,100,20,20,20,20,20,20,20,75,20,75,20,20,20,20,20,20,20,75,20,20,20,20,20,20,75,20,20,20,75,20,20,20,20,20,20,20,75,20,75
Child Care,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,60,60,60,60,60,60,60,60,60,20,20,20,20,75,20,20,20,20,20,20,60,75,20,60,20,60,20,60,20,20,75,20,20,60,20,20,20,60,20,20,60,20,20,20,20,20,60,20,20,60,20,60,60,20,20,20,20,20,75,20,20,75,20,60,20,60,20,20,20,20,20,20,20,75,20,75,60,20,20,20,75,20,20,20,20,20,20,20,85,20,20,20,40,40,40,40,40,75,20,20,20,20,40,20,20,40,20,60,20,20,85,60,20,20,20,60,20,60,20,60,20,75,60,20,85,20,20,20,20,20,20,100,75,20,20,20,20,60,20,20,20,60,20,75,60,20,60,20,20,20,20,20,60,20,60,20,20,60,20,20,60,60,20,75,20,60,20,20,20,20
Criminal Science,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,60,60,60,60,60,60,60,60,60,20,20,20,20,75,20,20,20,20,20,20,60,75,20,60,20,60,20,60,20,20,75,20,20,60,20,20,20,60,20,20,60,20,20,20,20,20,60,20,20,60,20,60,60,20,20,20,20,20,75,20,20,85,20,60,20,60,20,20,20,20,20,20,20,75,20,75,60,20,20,20,75,20,20,20,20,20,20,20,75,20,20,20,40,40,40,40,40,75,20,20,20,20,40,20,20,40,20,60,20,20,75,60,20,20,20,60,20,60,20,60,20,75,60,20,75,20,20,20,20,20,20,75,100,20,20,20,20,60,20,20,20,60,20,75,60,20,60,20,20,20,20,20,60,20,60,20,20,60,20,20,60,60,20,85,20,60,20,20,20,20
Cytotechnology,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,75,60,60,60,75,60,60,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,85,85,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,20,20,20,20,20,20,20,20,50,50,50,20,20,75,85,20,75,20,20,20,20,50,20,20,20,75,20,75,75,20,50,50,20,75,50,75,20,75,75,20,50,50,20,75,50,20,75,85,20,50,20,20,50,75,75,85,20,20,20,20,20,75,20,20,20,20,85,85,50,20,75,75,20,75,20,20,20,20,50,20,50,20,50,50,20,20,75,20,20,75,75,40,40,40,40,40,20,75,20,75,75,40,75,20,40,75,20,75,20,20,20,20,75,75,20,75,20,50,20,75,20,20,75,20,75,50,75,75,50,20,20,20,100,75,75,50,20,20,50,20,20,20,20,20,75,20,75,20,75,75,20,20,75,20,20,75,20,75,20,20,20,75,20,20,20,75,20,75,20
Exercise,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,75,60,60,60,75,60,60,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,20,20,20,20,20,20,20,20,50,50,50,20,20,75,75,20,75,20,20,20,20,50,20,20,20,75,20,75,75,20,50,50,20,75,50,75,20,75,75,20,50,50,20,75,50,20,75,75,20,50,20,20,50,75,75,75,20,20,20,20,20,85,20,20,20,20,75,75,50,20,75,75,20,75,20,20,20,20,50,20,50,20,50,50,20,20,75,20,20,75,75,40,40,40,40,40,20,75,20,75,75,40,75,20,40,75,20,75,20,20,20,20,75,75,20,85,20,50,20,75,20,20,75,20,75,50,75,75,50,20,20,20,75,100,85,50,20,20,50,20,20,20,20,20,75,20,85,20,75,75,20,20,75,20,20,75,20,75,20,20,20,75,20,20,20,75,20,75,20
Fitness,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,75,60,60,60,75,60,60,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,20,20,20,20,20,20,20,20,50,50,50,20,20,75,75,20,75,20,20,20,20,50,20,20,20,75,20,75,75,20,50,50,20,75,50,75,20,75,75,20,50,50,20,75,50,20,75,75,20,50,20,20,50,75,75,75,20,20,20,20,20,85,20,20,20,20,75,75,50,20,75,75,20,75,20,20,20,20,50,20,50,20,50,50,20,20,75,20,20,75,75,40,40,40,40,40,20,75,20,75,75,40,75,20,40,75,20,75,20,20,20,20,75,75,20,85,20,50,20,75,20,20,75,20,75,50,75,75,50,20,20,20,75,85,100,50,20,20,50,20,20,20,20,20,75,20,85,20,75,75,20,20,75,20,20,75,20,75,20,20,20,75,20,20,20,75,20,75,20
Innovation,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,85,85,85,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,20,20,20,20,20,20,20,20,20,75,75,75,20,20,50,50,20,50,20,20,20,20,75,20,20,20,50,20,50,50,20,75,75,20,50,75,50,20,50,50,20,75,75,20,50,75,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,75,20,50,50,20,50,20,20,20,20,75,20,75,20,75,75,20,20,50,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,85,20,50,20,20,50,20,50,75,50,50,75,20,20,20,50,50,50,100,20,20,75,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
Aesthetics,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,75,75,75,75,75,75,75,75,75,20,20,20,20,60,20,20,20,20,20,20,75,60,20,75,20,75,20,75,20,20,60,20,20,75,20,20,20,75,20,20,75,20,20,20,20,20,75,20,20,75,20,75,75,20,20,20,20,20,60,20,20,60,20,75,20,75,20,20,20,20,20,20,20,60,20,60,75,20,20,20,60,20,20,20,20,20,20,20,60,20,20,20,40,40,40,40,40,60,20,20,20,20,40,20,20,40,20,75,20,20,60,75,20,20,20,75,20,75,20,75,20,60,75,20,60,20,20,20,20,20,20,60,60,20,20,20,20,100,20,20,20,75,20,60,75,20,75,20,20,20,20,20,75,20,75,20,20,75,20,20,75,75,20,60,20,75,20,20,20,20
Heating,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,75,20,20,20,20,20,20,20,75,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,75,20,20,20,20,20,20,20,20,20,20,20,20,20,75,20,75,75,20,20,20,75,20,75,20,20,20,75,20,20,20,20,20,20,75,75,20,20,20,75,20,20,75,75,20,20,75,20,20,40,40,40,40,40,20,20,75,20,20,40,20,75,40,20,20,20,20,20,20,75,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,75,20,20,20,20,20,20,20,100,20,75,20,20,20,20,20,20,20,75,20,20,20,20,20,20,75,20,20,20,75,20,20,20,20,20,20,20,75,20,75
Office Administration,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,20,20,20,20,20,20,20,20,20,75,75,75,20,20,50,50,20,50,20,20,20,20,75,20,20,20,50,20,50,50,20,75,75,20,50,75,50,20,50,50,20,75,75,20,50,75,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,75,20,50,50,20,50,20,20,20,20,75,20,75,20,75,75,20,20,50,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,75,20,50,20,20,50,20,50,75,50,50,75,20,20,20,50,50,50,75,20,20,100,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
Paper and Bioprocess,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,75,20,20,20,20,20,20,20,75,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,75,20,20,20,20,20,20,20,20,20,20,20,20,20,75,20,75,75,20,20,20,75,20,75,20,20,20,75,20,20,20,20,20,20,75,75,20,20,20,75,20,20,75,75,20,20,75,20,20,40,40,40,40,40,20,20,75,20,20,40,20,75,40,20,20,20,20,20,20,75,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,75,20,20,20,20,20,20,20,75,20,100,20,20,20,20,20,20,20,75,20,20,20,20,20,20,75,20,20,20,75,20,20,20,20,20,20,20,75,20,75
Studio Art,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,75,75,85,85,85,85,75,75,75,20,20,20,20,60,20,20,20,20,20,20,75,60,20,75,20,75,20,75,20,20,60,20,20,75,20,20,20,85,20,20,75,20,20,20,20,20,75,20,20,75,20,75,75,20,20,20,20,20,60,20,20,60,20,75,20,75,20,20,20,20,20,20,20,60,20,60,75,20,20,20,60,20,20,20,20,20,20,20,60,20,20,20,40,40,40,40,40,60,20,20,20,20,40,20,20,40,20,75,20,20,60,75,20,20,20,75,20,75,20,75,20,60,85,20,60,20,20,20,20,20,20,60,60,20,20,20,20,75,20,20,20,100,20,60,75,20,75,20,20,20,20,20,75,20,75,20,20,75,20,20,75,75,20,60,20,75,20,20,20,20
Interdisciplinary Studies,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,75,20,20,20,20,20,75,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,40,20,20,20,20,20,40,20,20,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,100,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,75,20,20,20,20,20
Police and Public Safety,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,60,60,60,60,60,60,60,60,60,20,20,20,20,75,20,20,20,20,20,20,60,75,20,60,20,60,20,60,20,20,75,20,20,60,20,20,20,60,20,20,60,20,20,20,20,20,60,20,20,60,20,60,60,20,20,20,20,20,75,20,20,75,20,60,20,60,20,20,20,20,20,20,20,75,20,75,60,20,20,20,75,20,20,20,20,20,20,20,75,20,20,20,40,40,40,40,40,75,20,20,20,20,40,20,20,40,20,60,20,20,75,60,20,20,20,60,20,60,20,60,20,85,60,20,75,20,20,20,20,20,20,75,75,20,20,20,20,60,20,20,20,60,20,100,60,20,60,20,20,20,20,20,60,20,60,20,20,60,20,20,60,60,20,75,20,60,20,20,20,20
Publishing,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,75,75,75,75,75,75,75,75,75,20,20,20,20,60,20,20,20,20,20,20,75,60,20,75,20,75,20,75,20,20,60,20,20,75,20,20,20,75,20,20,75,20,20,20,20,20,75,20,20,75,20,75,75,20,20,20,20,20,60,20,20,60,20,75,20,75,20,20,20,20,20,20,20,60,20,60,75,20,20,20,60,20,20,20,20,20,20,20,60,20,20,20,40,40,40,40,40,60,20,20,20,20,40,20,20,40,20,75,20,20,60,75,20,20,20,75,20,75,20,75,20,60,75,20,60,20,20,20,20,20,20,60,60,20,20,20,20,75,20,20,20,75,20,60,100,20,75,20,20,20,20,20,75,20,75,20,20,75,20,20,75,75,20,60,20,75,20,20,20,20
Autism,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,75,60,60,60,75,60,60,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,85,85,85,85,85,85,85,85,85,75,75,75,75,75,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,20,20,20,20,20,20,20,20,50,50,50,20,20,75,75,20,75,20,20,20,20,50,20,20,20,75,20,75,75,20,50,50,20,75,50,75,20,75,75,20,50,50,20,75,50,20,85,75,20,50,20,20,50,75,75,75,20,20,20,20,20,75,20,20,20,20,75,75,50,20,75,75,20,75,20,20,20,20,50,20,50,20,50,50,20,20,75,20,20,75,75,40,40,40,40,40,20,75,20,75,75,40,85,20,40,85,20,75,20,20,20,20,85,75,20,75,20,50,20,85,20,20,85,20,75,50,75,75,50,20,20,20,75,75,75,50,20,20,50,20,20,20,20,20,100,20,75,20,75,85,20,20,85,20,20,85,20,75,20,20,20,75,20,20,20,85,20,75,20
Bakery and Pastry Arts,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,75,75,75,75,75,75,75,75,75,20,20,20,20,60,20,20,20,20,20,20,75,60,20,75,20,75,20,75,20,20,60,20,20,75,20,20,20,75,20,20,75,20,20,20,20,20,75,20,20,75,20,75,75,20,20,20,20,20,60,20,20,60,20,85,20,75,20,20,20,20,20,20,20,60,20,60,85,20,20,20,60,20,20,20,20,20,20,20,60,20,20,20,40,40,40,40,40,60,20,20,20,20,40,20,20,40,20,75,20,20,60,75,20,20,20,75,20,75,20,75,20,60,75,20,60,20,20,20,20,20,20,60,60,20,20,20,20,75,20,20,20,75,20,60,75,20,100,20,20,20,20,20,75,20,75,20,20,75,20,20,75,75,20,60,20,75,20,20,20,20
Kinesiology,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,75,60,60,60,75,60,60,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,20,20,20,20,20,20,20,20,50,50,50,20,20,75,75,20,75,20,20,20,20,50,20,20,20,75,20,75,75,20,50,50,20,75,50,75,20,75,75,20,50,50,20,75,50,20,75,75,20,50,20,20,50,75,75,75,20,20,20,20,20,85,20,20,20,20,75,75,50,20,75,75,20,75,20,20,20,20,50,20,50,20,50,50,20,20,75,20,20,75,75,40,40,40,40,40,20,75,20,75,75,40,75,20,40,75,20,75,20,20,20,20,75,75,20,85,20,50,20,75,20,20,75,20,75,50,75,75,50,20,20,20,75,85,85,50,20,20,50,20,20,20,20,20,75,20,100,20,75,75,20,20,75,20,20,75,20,75,20,20,20,75,20,20,20,75,20,75,20
